도로명,좌표X,좌표Y,시군구,아파트명
삼성로57길 37-5,127.058493065304,37.4970353225681,서울특별시 강남구 대치동,대치하나빌
선릉로76길 12,127.051601492647,37.5013979619573,서울특별시 강남구 대치동,대치한신휴플러스
선릉로62길 38,127.055542809861,37.4978293618356,서울특별시 강남구 대치동,동민맥스빌A동
도곡로69길 7,127.055857593042,37.4979151694215,서울특별시 강남구 대치동,동민맥스빌B동
선릉로 206,127.055641674701,37.4914644228405,서울특별시 강남구 대치동,동부센트레빌
선릉로72길 10-7,127.052567969298,37.4997774370572,서울특별시 강남구 대치동,동양
삼성로51길 35,127.060178698551,37.4949042259959,서울특별시 강남구 대치동,래미안대치팰리스
삼성로51길 37,127.057697682666,37.4934361918055,서울특별시 강남구 대치동,래미안대치팰리스
삼성로85길 11,127.056186481052,37.5045993053356,서울특별시 강남구 대치동,롯데캐슬
삼성로75길 34,127.055470839455,37.5029628770794,서울특별시 강남구 대치동,메트로
삼성로57길 45,127.057541231949,37.4970408356541,서울특별시 강남구 대치동,삼성2차
도곡로78길 13,127.060155261056,37.4975460793057,서울특별시 강남구 대치동,삼성3차
삼성로 151,127.062999980103,37.493154981993,서울특별시 강남구 대치동,선경1차
삼성로 151,127.062999980103,37.493154981993,서울특별시 강남구 대치동,선경2차
남부순환로395길 10,127.060909637101,37.4941797122137,서울특별시 강남구 대치동,선경3차
테헤란로64길 9,127.051585189734,37.5044954460598,서울특별시 강남구 대치동,선릉역대우아이빌
테헤란로64길 13,127.0515006041,37.5041813924961,서울특별시 강남구 대치동,선릉역풍림아이원레몬
삼성로63길 16-5,127.058420769529,37.5000395834047,서울특별시 강남구 대치동,세연파크뷰
영동대로65길 57,127.062122466182,37.5007773305534,서울특별시 강남구 대치동,세영팔레스타운
역삼로 451,127.056405832481,37.5025707671992,서울특별시 강남구 대치동,신성미소시티
영동대로 220,127.070627671886,37.4999239843615,서울특별시 강남구 대치동,쌍용대치2
영동대로 210,127.071367051995,37.4988556676427,서울특별시 강남구 대치동,쌍용대치
선릉로86길 11,127.050586603895,37.5034040395308,서울특별시 강남구 대치동,아름빌
영동대로85길 17,127.062267991355,37.5068779615095,서울특별시 강남구 대치동,우정에쉐르
남부순환로391길 7,127.057174516549,37.4924682239386,서울특별시 강남구 대치동,청암빌라트
삼성로 417,127.057495005511,37.5045959726835,서울특별시 강남구 대치동,포스코더샵
역삼로 438,127.055038576758,37.5017069872781,서울특별시 강남구 대치동,풍림아이원1차103동
역삼로74길 8,127.054999199043,37.5013691284498,서울특별시 강남구 대치동,풍림아이원2차202동
역삼로 436,127.054798533858,37.5016231251359,서울특별시 강남구 대치동,풍림아이원
삼성로64길 40,127.063854832319,37.5005606159376,서울특별시 강남구 대치동,하이캐슬
삼성로64길 36,127.063388996351,37.5004074255148,서울특별시 강남구 대치동,하이캐슬102동
삼성로 150,127.068564672209,37.4956953356085,서울특별시 강남구 대치동,한보미도맨션1
삼성로 150,127.068564672209,37.4956953356085,서울특별시 강남구 대치동,한보미도맨션2
삼성로61길 9,127.059726171779,37.4991980216727,서울특별시 강남구 대치동,한양팰리스
도곡로73길 18,127.057106327048,37.4989983927968,서울특별시 강남구 대치동,한티
삼성로63길 37,127.057288442456,37.4990554284115,서울특별시 강남구 대치동,한티
영동대로57길 28,127.065316086082,37.4999253286579,서울특별시 강남구 대치동,현대1
삼성로85길 33,127.054833280473,37.5042894547839,서울특별시 강남구 대치동,현대썬앤빌테헤란
영동대로85길 17-9,127.06250174133,37.5064377872341,서울특별시 강남구 대치동,화인하이빌
강남대로 240,127.034429700831,37.4852596091178,서울특별시 강남구 도곡동,SK허브프리모
논현로 209,127.041198352091,37.4891441210876,서울특별시 강남구 도곡동,경남
논현로41길 10,127.039371908356,37.4866129116061,서울특별시 강남구 도곡동,대림
언주로30길 13,127.050686658826,37.4881276085659,서울특별시 강남구 도곡동,대림아크로빌
강남대로 256,127.033537582361,37.4864868587499,서울특별시 강남구 도곡동,대우디오빌
도곡로28길 8,127.042114305173,37.4920702704886,서울특별시 강남구 도곡동,도곡1차아이파크
도곡로14길 28,127.037072062234,37.4893305549,서울특별시 강남구 도곡동,도곡2차I'PARK
도곡로14길 21,127.037753691816,37.4900489827505,서울특별시 강남구 도곡동,도곡3차아이파크
도곡로14길 27,127.037801452637,37.4892374298809,서울특별시 강남구 도곡동,도곡3차아이파크
강남대로44길 24,127.035782411318,37.4861495835495,서울특별시 강남구 도곡동,도곡그린빌
남부순환로 2615,127.035883711966,37.4851852937745,서울특별시 강남구 도곡동,도곡스타클래스
남부순환로373길 3,127.043578390141,37.4863489712717,서울특별시 강남구 도곡동,도곡지웰카운티101동
남부순환로373길 9,127.043540992247,37.4867867849012,서울특별시 강남구 도곡동,도곡지웰카운티102동
강남대로54길 6,127.033182729824,37.4879274005033,서울특별시 강남구 도곡동,도곡푸르지오
강남대로 272,127.032894670119,37.487775030513,서울특별시 강남구 도곡동,도곡푸르지오102동
남부순환로363길 9-6,127.037570827189,37.4859391835603,서울특별시 강남구 도곡동,도곡하이빌
남부순환로377길 18,127.045619182514,37.4874801373222,서울특별시 강남구 도곡동,도곡현대힐스테이트102동
남부순환로 2740,127.04614559303,37.4863010539522,서울특별시 강남구 도곡동,럭키
논현로 213,127.040954182934,37.4915488149067,서울특별시 강남구 도곡동,럭키
삼성로99길 14,127.053570300116,37.5093032260179,서울특별시 강남구 삼성동,삼성파크
도곡로14길 12,127.036639233135,37.4902900828533,서울특별시 강남구 도곡동,롯데캐슬모닝
남부순환로375길 6,127.044635436878,37.4866691553429,서울특별시 강남구 도곡동,벨라빌
남부순환로379길 14,127.046311637478,37.4893275646597,서울특별시 강남구 도곡동,삼성
남부순환로 2803,127.04358783344799,37.48774458664545,서울특별시 강남구 도곡동,삼성래미안
논현로 218,127.042160561585,37.4912791695502,서울특별시 강남구 도곡동,삼익
도곡로 242,127.046578617159,37.4937189694991,서울특별시 강남구 도곡동,삼호
언주로30길 21,127.052014632509,37.4888657676631,서울특별시 강남구 도곡동,아카데미스위트1
언주로 117,127.050396079152,37.4864661840624,서울특별시 강남구 도곡동,우성4
언주로30길 27,127.052589523324,37.4884226678469,서울특별시 강남구 도곡동,우성리빙텔
언주로29길 34,127.047594324939,37.486268493442,서울특별시 강남구 도곡동,우성사원5
언주로 118,127.051855548139,37.4869159664401,서울특별시 강남구 도곡동,우성캐릭터199
언주로 122,127.051017587398,37.487082477134,서울특별시 강남구 도곡동,우성캐릭터빌
남부순환로381길 25,127.046785547369,37.4877259266742,서울특별시 강남구 도곡동,울트라멤버스
남부순환로351길 23,127.034023442885,37.4862419159141,서울특별시 강남구 도곡동,원팰리스
남부순환로373길 14,127.043922235235,37.4869320664878,서울특별시 강남구 도곡동,월드메르디앙102동
강남대로48길 24,127.035109594248,37.4869918676067,서울특별시 강남구 도곡동,조이너스도곡
남부순환로365길 5,127.038984502447,37.4859023248252,서울특별시 강남구 도곡동,중명하니빌
언주로30길 56,127.053483219997,37.4880695220981,서울특별시 강남구 도곡동,타워팰리스1
언주로30길 57,127.053964659634,37.4894573055974,서울특별시 강남구 도곡동,타워팰리스2
언주로30길 26,127.052530150983,37.4877632466167,서울특별시 강남구 도곡동,타워팰리스3
남부순환로381길 15,127.047665600395,37.487936320647,서울특별시 강남구 도곡동,포스코트
도곡로4길 31,127.034768297935,37.4885895457311,서울특별시 강남구 도곡동,하이페리온
남부순환로365길 33,127.039061237416,37.4880001165609,서울특별시 강남구 도곡동,한라비발디
언주로 123,127.049755052514,37.4876033476735,서울특별시 강남구 도곡동,한신
논현로 205,127.040618203989,37.487947873686,서울특별시 강남구 도곡동,한신엠비씨
논현로51길 25,127.039533410678,37.4890474712049,서울특별시 강남구 도곡동,현대그린1
언주로30길 10,127.05155394203,37.4873386711834,서울특별시 강남구 도곡동,현대비젼21
도곡로6길 14,127.034170819401,37.4893256631973,서울특별시 강남구 도곡동,현대아이리스1
도곡로18길 34,127.037993820176,37.4888495744392,서울특별시 강남구 도곡동,현대
도곡로18길 35,127.039009100155,37.4892830788045,서울특별시 강남구 도곡동,현대
남부순환로377길 25,127.044568744941,37.4876529010735,서울특별시 강남구 도곡동,현대오티움
남부순환로377길 26,127.044975457092,37.4880230612001,서울특별시 강남구 도곡동,힐데스하임빌라
선릉로100길 42,127.050848399493,37.5065447414109,서울특별시 강남구 삼성동,LG선릉에클라트
테헤란로63길 12,127.050947634813,37.5061147390354,서울특별시 강남구 삼성동,LG선릉에클라트
봉은사로113길 25,127.065557711337,37.5170723048327,서울특별시 강남구 삼성동,강변삼부
학동로68길 16,127.046442291867,37.5169854109235,서울특별시 강남구 삼성동,골든카운티
봉은사로57길 17,127.04474668515,37.511854668341,서울특별시 강남구 삼성동,노블테라스
영동대로128길 55,127.061682456339,37.5189527136139,서울특별시 강남구 삼성동,다우림하우스
영동대로114길 71-3,127.064576548844,37.5181226042668,서울특별시 강남구 삼성동,대우멤버스카운티
영동대로118길 76,127.064294921388,37.5182937683129,서울특별시 강남구 삼성동,대우멤버스카운티
봉은사로55길 36,127.044012412541,37.5128539776398,서울특별시 강남구 삼성동,대우멤버스카운티501
영동대로112길 24,127.062269780876,37.5151589109052,서울특별시 강남구 삼성동,동구싼타빌
영동대로112길 67,127.065830359604,37.516216740536,서울특별시 강남구 삼성동,동일파크스위트
영동대로114길 56,127.064134113929,37.5166283511236,서울특별시 강남구 삼성동,래미안삼성1차
영동대로114길 56,127.064134113929,37.5166283511236,서울특별시 강남구 삼성동,레미안삼성1차
선릉로130길 20,127.043343754852,37.5156660777991,서울특별시 강남구 삼성동,래미안삼성2차
선릉로126길 22,127.045193621733,37.51625004573,서울특별시 강남구 삼성동,롯데캐슬프레미어
영동대로 602,127.060483947525,37.5147215906749,서울특별시 강남구 삼성동,미켈란107
봉은사로 516,127.055995805325,37.5132365165484,서울특별시 강남구 삼성동,미켈란147
영동대로114길 63,127.064045973701,37.5179239516477,서울특별시 강남구 삼성동,삼부아그레빌
봉은사로111길 26,127.065160614409,37.5170009849011,서울특별시 강남구 삼성동,삼부
봉은사로111길 34,127.064879324264,37.5174247014183,서울특별시 강남구 삼성동,삼부
선릉로108길 33,127.046945649857,37.510476809919,서울특별시 강남구 삼성동,삼성더파크뷰
봉은사로71길 19,127.049552437939,37.5134572581486,서울특별시 강남구 삼성동,삼성동드림하우스
봉은사로 645,127.065797536254,37.515549475602,서울특별시 강남구 삼성동,삼성동라테라스
학동로 432,127.048697131099,37.5182040108372,서울특별시 강남구 삼성동,삼성동롯데
선릉로112길 53,127.047692784414,37.513436129267,서울특별시 강남구 삼성동,삼성동롯데캐슬킹덤
선릉로 660,127.042332457469,37.5155511161052,서울특별시 강남구 삼성동,삼성동브라운스톤레전드
삼성로103길 12,127.053410791714,37.5103690964957,서울특별시 강남구 삼성동,삼성동신도브래뉴
봉은사로 448,127.048835713889,37.511456156165,서울특별시 강남구 삼성동,삼성동신영지웰
학동로 410,127.044386933108,37.5174657152241,서울특별시 강남구 삼성동,삼성동씨엘케이
봉은사로109길 14-8,127.064865470194,37.516316925353,서울특별시 강남구 삼성동,삼성동에스케이뷰
학동로64길 7,127.045438795789,37.5176478585343,서울특별시 강남구 삼성동,삼성동한솔
영동대로128길 45,127.061117435288,37.5193741361681,서울특별시 강남구 삼성동,삼성동헤렌하우스2
학동로68길 29,127.04718779295,37.5165602922999,서울특별시 강남구 삼성동,삼성동힐스테이트 1단지
학동로82길 6,127.051214674812,37.5183842278921,서울특별시 강남구 삼성동,삼성리치빌1
봉은사로63길 47,127.045813453568,37.5143447246938,서울특별시 강남구 삼성동,삼성벨라스빌
테헤란로79길 31,127.054406475146,37.5086796189281,서울특별시 강남구 삼성동,삼성펠리스
봉은사로105길 12-7,127.06244887977,37.5160235996074,서울특별시 강남구 삼성동,삼성풍림2차
삼성로 649,127.05338184613251,37.5159050045308,서울특별시 강남구 삼성동,상아
선릉로130길 19,127.042937103599,37.5170321477204,서울특별시 강남구 삼성동,서광
학동로 412,127.044965038614,37.51741540077,서울특별시 강남구 삼성동,석탑
삼성로120길 21,127.052944962847,37.517487417186,서울특별시 강남구 삼성동,세방타운하우스
봉은사로109길 66-1,127.063947264542,37.5190332301133,서울특별시 강남구 삼성동,시티
봉은사로113길 33,127.065426133383,37.5174325989231,서울특별시 강남구 삼성동,신동아듀크빌
봉은사로 474,127.052026639291,37.5123672407678,서울특별시 강남구 삼성동,쌍용플래티넘
영동대로 640,127.059549285144,37.5183982498328,서울특별시 강남구 삼성동,아이파크
영동대로114길 72,127.06501051747,37.5180521780537,서울특별시 강남구 삼성동,아펠바움
봉은사로72길 33,127.052237648763,37.5105094570158,서울특별시 강남구 삼성동,영무예다음
봉은사로81길 8,127.054264973446,37.5138211749551,서울특별시 강남구 삼성동,우림루미아트
테헤란로77길 27,127.05385200428,37.5081496317242,서울특별시 강남구 삼성동,이안애2차
학동로88길 5,127.052194055874,37.5187249189718,서울특별시 강남구 삼성동,진흥
삼성로 517,127.055223583203,37.5079854660981,서울특별시 강남구 삼성동,채널리저브
영동대로128길 5,127.058156132905,37.520148872145,서울특별시 강남구 삼성동,청구
학동로 420,127.046054815285,37.517813134256,서울특별시 강남구 삼성동,푸른솔
테헤란로77길 22,127.054316533577,37.5080208456519,서울특별시 강남구 삼성동,풍림
영동대로112길 15,127.061858870437,37.5156029612101,서울특별시 강남구 삼성동,풍림
봉은사로73길 23,127.049973533688,37.5139474971867,서울특별시 강남구 삼성동,한일
학동로64길 14,127.044423026678,37.5167185896008,서울특별시 강남구 삼성동,현대
테헤란로 423,127.053059944282,37.5062216594214,서울특별시 강남구 삼성동,현대타워
삼성로111길 8,127.051739053534,37.5147315113728,서울특별시 강남구 삼성동,현대힐스테이트2단지
선릉로 604,127.043961419657,37.5109583738173,서울특별시 강남구 삼성동,호산프라자
영동대로128길 15,127.059210304827,37.5201571782093,서울특별시 강남구 삼성동,홍실
헌릉로590길 11,127.104002692314,37.4643990418051,서울특별시 강남구 세곡동,세곡리엔파크
광평로34길 35,127.094906024141,37.4821109112761,서울특별시 강남구 수서동,강남 더샵 포레스트
광평로19길 10,127.086601738647,37.485485349127,서울특별시 강남구 수서동,까치마을
광평로39길 3,127.097263256365,37.4857662768639,서울특별시 강남구 수서동,동익
광평로31길 27,127.089778957788,37.484837855733,서울특별시 강남구 수서동,삼성
광평로51길 27,127.100730117136,37.4896147291453,서울특별시 강남구 수서동,삼익
광평로47길 17,127.098186321626,37.4879086504963,서울특별시 강남구 수서동,신동아
강남대로162길 41-8,127.021597589466,37.5214508206198,서울특별시 강남구 신사동,RudenHouse
압구정로2길 46,127.020691646267,37.5187672551656,서울특별시 강남구 신사동,강남상가
압구정로42길 36,127.034530244173,37.5265698563086,서울특별시 강남구 신사동,금광아크존
압구정로18길 14-14,127.023664766427,37.5235547162472,서울특별시 강남구 신사동,뉴현대
압구정로2길 20,127.019620204079,37.5201049771688,서울특별시 강남구 신사동,래미안신사
도산대로35길 46,127.03072000986,37.5237486995211,서울특별시 강남구 신사동,리갈팰리스
압구정로42길 46,127.034362660559,37.5259926331637,서울특별시 강남구 신사동,신사동닛시빌라트
강남대로162길 27-26,127.020677682939,37.5210462547671,서울특별시 강남구 신사동,신사동씨티빌
압구정로34길 49,127.030719912352,37.5248903596533,서울특별시 강남구 신사동,신사아크존2
도산대로23길 18,127.026240046991,37.5202852440951,서울특별시 강남구 신사동,신사파크빌A동
언주로167길 15,127.031913873685,37.5262583049708,서울특별시 강남구 신사동,신성
언주로164길 20,127.035152314718,37.5253009717156,서울특별시 강남구 신사동,알파임하우스1
논현로154길 12,127.029240589342,37.5215173816332,서울특별시 강남구 신사동,압구정Ainvill
압구정로48길 15,127.037245042224,37.5275289588427,서울특별시 강남구 신사동,압구정대원칸타빌
언주로167길 9,127.032463631925,37.5261431872712,서울특별시 강남구 신사동,압구정케이씨씨
논현로154길 11,127.029043299622,37.5217968312752,서울특별시 강남구 신사동,압구정화이트빌
논현로160길 20,127.029726268566,37.5224889918377,서울특별시 강남구 신사동,장자울
언주로157길 23,127.031001551796,37.5236826725751,서울특별시 강남구 신사동,진흥아마란스
논현로153길 42,127.024771186556,37.5206447010764,서울특별시 강남구 신사동,청림빌
압구정로18길 14-8,127.024062140365,37.5237987175312,서울특별시 강남구 신사동,체리빌
논현로159길 56,127.023788769448,37.5218294514897,서울특별시 강남구 신사동,하야트빌
논현로157길 29,127.025876370484,37.5219375834009,서울특별시 강남구 신사동,한양
압구정로22길 29,127.02629657432,37.5237373334025,서울특별시 강남구 신사동,현대아인빌
압구정로29길 51,127.027140464246,37.5308479397933,서울특별시 강남구 압구정동,대림빌라트
압구정로11길 17,127.020161146724,37.5255813601835,서울특별시 강남구 압구정동,미성1차
압구정로 113,127.018445606778,37.5244043008813,서울특별시 강남구 압구정동,미성2차
압구정로 151,127.024454982256,37.5267858196588,서울특별시 강남구 압구정동,신현대11차
압구정로 151,127.024454982256,37.5267858196588,서울특별시 강남구 압구정동,신현대12차
압구정로 151,127.024454982256,37.5267858196588,서울특별시 강남구 압구정동,신현대9차
압구정로 321,127.038376464689,37.5295119716843,서울특별시 강남구 압구정동,한양1차
압구정로 321,127.038376464689,37.5295119716843,서울특별시 강남구 압구정동,한양3
압구정로 347,127.040879586287,37.5306005326525,서울특별시 강남구 압구정동,한양2
압구정로 313,127.03599584345,37.5298739327833,서울특별시 강남구 압구정동,한양4
압구정로 313,127.03599584345,37.5298739327833,서울특별시 강남구 압구정동,한양6
압구정로 401,127.04210755937,37.529387893826,서울특별시 강남구 압구정동,한양5
압구정로61길 37,127.043860572055,37.5295843048364,서울특별시 강남구 압구정동,한양7
압구정로 403,127.042310438665,37.5300420385192,서울특별시 강남구 압구정동,한양8
압구정로29길 69,127.025108957864,37.5310864337439,서울특별시 강남구 압구정동,현대10차
압구정로29길 23,127.027364437492,37.5298193048425,서울특별시 강남구 압구정동,현대13차
압구정로29길 57,127.026936731619,37.5312337952168,서울특별시 강남구 압구정동,현대14차
압구정로29길 57,127.026936731619,37.5312337952168,서울특별시 강남구 압구정동,현대3차
압구정로29길 71,127.028325815765,37.5336032834133,서울특별시 강남구 압구정동,현대1차
압구정로29길 71,127.028325815765,37.5336032834133,서울특별시 강남구 압구정동,현대2차
압구정로39길 58,127.032232153408,37.5326779449103,서울특별시 강남구 압구정동,현대3차
압구정로33길 70,127.030945158679,37.5328566873699,서울특별시 강남구 압구정동,현대4차저층
압구정로29길 68,127.029186511113,37.5325363787069,서울특별시 강남구 압구정동,현대5차
압구정로 201,127.029273123095,37.5315341736395,서울특별시 강남구 압구정동,현대6차
압구정로 201,127.029273123095,37.5315341736395,서울특별시 강남구 압구정동,현대7차
압구정로 201,127.029273123095,37.5315341736395,서울특별시 강남구 압구정동,현대65동
압구정로 309,127.035538506088,37.5319211463698,서울특별시 강남구 압구정동,현대8차
테헤란로10길 25,127.032981074946,37.4975892274124,서울특별시 강남구 역삼동,
테헤란로10길 27,127.033065808298,37.4974052182051,서울특별시 강남구 역삼동,
선릉로69길 20,127.050923517096,37.498747226144,서울특별시 강남구 역삼동,e-편한세상
논현로63길 16,127.039114558338,37.4928940114283,서울특별시 강남구 역삼동,강남서해더블루
테헤란로10길 10,127.032263893979,37.4984017728239,서울특별시 강남구 역삼동,강남역우정에쉐르
언주로 406,127.03946266734,37.4979408197494,서울특별시 강남구 역삼동,개나리4
언주로 406,127.03946266734,37.4979408197494,서울특별시 강남구 역삼동,개나리6
역삼로 315-1,127.050071033953,37.5005684337476,서울특별시 강남구 역삼동,개나리SK뷰
역삼로 306,127.046959597261,37.4989772734253,서울특별시 강남구 역삼동,개나리래미안
역삼로 314,127.049302635975,37.4996151321623,서울특별시 강남구 역삼동,개나리푸르지오
언주로63길 30,127.04375430432,37.4942606534596,서울특별시 강남구 역삼동,갤러리아트
도곡로17길 12,127.037531200857,37.4921626368811,서울특별시 강남구 역삼동,거평빌라트
언주로85길 13,127.042381786191,37.5005673881078,서울특별시 강남구 역삼동,경남아너스빌
논현로72길 32,127.041997515803,37.4961446655522,서울특별시 강남구 역삼동,경일역삼
도곡로7길 22,127.034771182974,37.4923742270443,서울특별시 강남구 역삼동,금호어울림
테헤란로28길 47,127.040074736455,37.498231884298,서울특별시 강남구 역삼동,네스빌
역삼로19길 14,127.03731718179,37.4961010962571,서울특별시 강남구 역삼동,노블스위트
도곡로19길 13,127.037814671598,37.4925808841498,서울특별시 강남구 역삼동,노블카운티
언주로 316,127.046284915927,37.496232263246,서울특별시 강남구 역삼동,대림역삼
역삼로25길 27,127.039117303615,37.4979408197494,서울특별시 강남구 역삼동,대명벨리온
언주로 427,127.042690475293,37.5014764820153,서울특별시 강남구 역삼동,대우디오빌
선릉로 423,127.04944160406,37.5025030682175,서울특별시 강남구 역삼동,동부센트레빌
역삼로19길 25,127.0372270238,37.4969514046371,서울특별시 강남구 역삼동,동원스위트뷰역삼
역삼로 309,127.046905010952,37.500299161164,서울특별시 강남구 역삼동,래미안펜타빌
테헤란로21길 18,127.034532736226,37.5015369028773,서울특별시 강남구 역삼동,로얄빌리지
논현로105길 52,127.030032669535,37.5054259716452,서울특별시 강남구 역삼동,리치타워
